ClientID,Nom,Prénom,Email,Téléphone,Adresse,Ville,CodePostal,Pays,DateNaissance,Âge,Sexe,NuméroCarteCrédit,TypeCarteCrédit,DateExpirationCarte,SoldeCompte,TypeClient,NombreAchats,MontantTotalAchats,DernierAchat,ProduitPréféré,CatégorieProduitPréféré,FréquenceAchatMensuel,PanierMoyen,ScoreFidélité,NombreRemboursements,MontantTotalRemboursé,AvisClient,AbonnementNewsletter,TypePaiementFavori,StatutCompte
bb528f2f-8e4a-4568-9550-47cd65968ba1,Taylor,Carrie,chanashley@jensen.biz,(698)525-4932x773,"266 Armstrong Inlet, Ortizland, WV 19524",Brianshire,24376,Estonia,1951-09-06,74,M,2447608874064972,American Express,01/31,3677.57,Particulier,17,3939.4,2024-12-22,audience,Maison,5,231.73,43,0,0.0,Satisfait,False,Virement,Suspendu
3b17fd9e-5fc7-4baa-a847-5bd4bad93d17,Nguyen,Lawrence,yvonne33@yahoo.com,+1-244-602-7123x358,"71252 Michael Fork, Smithview, OR 60271",Clarkchester,91693,South Georgia and the South Sandwich Islands,1962-04-15,63,M,3526748808548138,VISA 16 digit,10/25,1867.87,Particulier,0,0.0,2023-03-25,stage,Alimentation,3,0.0,67,2,135.68,Très satisfait,False,Virement,Actif
fc53115b-36e2-4eed-8c60-41f9ef1c158d,Hunter,Kristine,brandygriffith@yahoo.com,329-884-1696,"53556 Douglas Pass, Hernandezfort, SC 99949",South Sarah,56706,Malta,1982-04-27,43,M,4536182317873348,Maestro,01/28,3398.35,Entreprise,3,1169.51,2024-01-03,group,Maison,8,389.84,41,1,106.52,Mécontent,True,Cryptomonnaie,Suspendu
66281a6d-3257-47d1-9c29-a4a0420da33c,Matthews,Michael,katherine59@jackson-thomas.info,+1-291-489-3154x43025,"37109 Griffin Light Suite 998, East Kelsey, TN 09403",Johnsonstad,29462,India,1969-05-01,56,M,6531961825707829,Mastercard,05/32,3141.36,Particulier,19,1505.76,2024-06-21,top,Alimentation,0,79.25,58,4,531.99,Neutre,False,Cryptomonnaie,Suspendu
eb4818e7-d9a1-4ccd-9d9a-ed2621cb16d0,Turner,Stephanie,dwayneanderson@nichols-grant.org,+1-002-833-7145,"320 Kelly Crossing, East Edward, NY 09935",Wilsonstad,64317,Indonesia,1959-09-14,66,M,370412200514684,JCB 15 digit,09/31,950.21,Particulier,15,3827.16,2024-04-09,fear,Sport,5,255.14,57,5,934.35,Très satisfait,True,Cryptomonnaie,Inactif
75035676-898e-4547-82a6-013cb050b6ed,Harris,Julia,marissa15@boyd-graves.com,6327059828,"33433 Roth Branch, Foxton, ID 07488",Perkinsstad,07300,Hungary,1944-07-05,81,M,348978443298383,Maestro,09/31,4430.27,Particulier,15,5087.24,2023-09-17,mind,Maison,3,339.15,89,3,123.71,Neutre,False,Paypal,Suspendu
d1cc77b1-30a6-45bd-ba56-ab7e8118b87b,Wolfe,Frank,garciakeith@hotmail.com,(090)614-4527,"4776 Rich Underpass, New Kendra, TN 47953",West Rickyshire,70035,Sierra Leone,1967-02-09,58,F,5173075880214897,VISA 16 digit,01/30,4318.62,Entreprise,8,1040.54,2024-01-22,parent,Électronique,4,130.07,33,3,109.25,Satisfait,True,Paypal,Actif
b909bcf4-beb0-4482-b498-7a75d9f7cbea,Kemp,Garrett,ginacraig@frank.com,001-524-627-5158x0487,"USCGC Potter, FPO AP 26200",Changburgh,26079,United States Virgin Islands,1938-05-13,87,F,2236217057997118,VISA 19 digit,08/34,634.91,Entreprise,4,512.64,2024-07-11,certainly,Sport,4,128.16,76,5,460.48,Très satisfait,False,Paypal,Suspendu
c5143dbb-128a-4247-b191-ff179f430f7b,Young,Jasmine,zhenderson@yahoo.com,632-593-1701x3119,"28896 Martin Cove, New Danielle, VT 27596",South Jordan,51560,Bahrain,1972-12-24,53,M,4788064602117265,VISA 19 digit,06/25,2778.61,Particulier,4,1919.29,2023-07-14,most,Mode,9,479.82,21,3,309.39,Satisfait,False,Carte bancaire,Inactif
8a586c4f-d7b6-4640-ba4d-b7613d8dfcad,Flynn,Susan,cfrancis@yahoo.com,(530)962-2161x861,"2956 Candice Garden Apt. 904, Lake Michael, NV 83132",Turnerport,72104,Macedonia,1975-07-13,50,M,3512868216620042,VISA 16 digit,09/34,4199.72,Entreprise,2,252.73,2024-03-11,trial,Maison,7,126.36,46,0,0.0,Très mécontent,True,Cryptomonnaie,Inactif
4f1c0022-f8c8-42cc-8143-3ff2ae50de2d,Williams,Ryan,knightdanny@gmail.com,+1-162-268-8772,"7612 Moore Camp Suite 421, East Tiffanyland, CO 32887",Flowersshire,63735,United Arab Emirates,1991-04-25,34,F,36544125338736,Diners Club / Carte Blanche,01/26,1047.59,Entreprise,13,1117.69,2024-03-19,them,Électronique,0,85.98,25,1,84.84,Très mécontent,True,Virement,Actif
3bad372c-8df7-4db2-a850-ab2cabcf107a,Stewart,John,leahcherry@young-robertson.com,(655)752-1381x4894,"93464 Adrian Mount Apt. 999, West Andre, MO 40798",South Mary,21419,Jordan,1992-11-11,33,M,4916814029075974,VISA 16 digit,01/33,2220.3,Particulier,14,2751.37,2025-02-06,bank,Alimentation,0,196.53,29,2,350.7,Mécontent,True,Carte bancaire,Actif
047aa0be-dc0b-4a80-9d90-fa1adfaf955a,Lee,Nancy,freemandanielle@peterson.info,+1-789-785-1214,"PSC 3347, Box 7802, APO AE 08277",Mccarthyborough,89048,Libyan Arab Jamahiriya,1960-03-23,65,M,2711027243261046,JCB 15 digit,01/29,3656.68,Particulier,16,941.56,2024-12-10,ok,Maison,10,58.85,98,1,132.8,Très satisfait,False,Cryptomonnaie,Inactif
f354056a-3a82-4cb3-a63e-df234519fd11,Chan,Joanna,tracy35@mahoney.org,0631255458,"51316 Blake Walk, East Christopherburgh, WV 68073",Lawsonfurt,52226,Hungary,1944-02-17,81,F,2720314768337545,American Express,07/30,2760.6,Particulier,20,1973.8,2024-02-09,language,Alimentation,9,98.69,37,5,724.27,Très satisfait,True,Carte bancaire,Suspendu
5a19d0fd-04ef-4b29-ae5f-acf178d22d74,Taylor,Bradley,greenjonathan@hotmail.com,3337592632,"883 Garcia Trafficway, East Victoriaborough, NM 87245",Port Jameshaven,56181,Botswana,1976-05-12,49,M,376360170760908,VISA 16 digit,03/32,2207.45,Entreprise,17,5496.84,2025-01-31,cell,Maison,6,323.34,93,2,30.04,Très satisfait,True,Carte bancaire,Actif
db4cd24e-874e-472f-9df8-9a037612c4b2,Ayala,Lawrence,devon15@brown.org,406.200.4600,"0823 Melissa Causeway Suite 996, Lopezton, IL 43091",Floreschester,69856,Cote d'Ivoire,2003-08-20,22,M,2547857594519737,Maestro,01/32,1620.28,Particulier,4,962.6,2024-04-08,site,Mode,6,240.65,14,3,561.73,Satisfait,False,Cryptomonnaie,Inactif
2576a8c2-2fb9-4f8e-ae23-38ec13a4c903,Johnson,Connie,asimpson@yahoo.com,+1-945-394-4017x430,"15962 Joel Meadow Suite 693, Paulmouth, MA 07737",New Joanna,52783,France,1944-07-23,81,F,4014493034653,Diners Club / Carte Blanche,12/30,1442.61,Entreprise,3,304.59,2025-01-22,walk,Maison,9,101.53,26,3,69.25,Neutre,False,Virement,Inactif
64821078-695e-4d14-b879-858b2223089c,Edwards,Lisa,nruiz@johnson.com,181-057-8084,"4228 Bell Island Suite 250, Christinaburgh, WA 80268",Smithside,85425,El Salvador,1938-07-27,87,F,3537473899015353,Discover,04/25,4016.46,Particulier,18,5334.88,2024-01-16,create,Maison,2,296.38,24,2,158.09,Satisfait,True,Paypal,Actif
dacb727d-4a65-4427-b7ad-09a68242a88d,Mueller,Jeremy,rachael37@davis-garner.com,907.702.7447x6982,"725 Garcia Radial Apt. 934, Antonioport, DE 70465",South Richardstad,09522,Greece,1942-08-24,83,F,4984779829044,Mastercard,09/33,1076.36,Entreprise,20,3260.58,2023-08-18,enter,Sport,9,163.03,82,0,0.0,Neutre,False,Virement,Actif
d3a78f43-b8b4-4117-b381-0c2931a30e08,Arias,Amber,charles36@curry.com,913-620-6874,"15057 Thomas Lane Apt. 949, New Seanfort, UT 56964",Donaldsonberg,82383,United States Virgin Islands,1997-09-22,28,F,345544157132862,Discover,06/34,4938.85,Particulier,8,888.44,2024-12-14,about,Alimentation,8,111.06,82,4,211.56,Mécontent,True,Carte bancaire,Inactif
4553decf-cc30-4be3-b521-0399b647c023,Davis,Matthew,michellewade@hotmail.com,+1-761-370-4014x832,"65615 Walters Cliffs, Danielchester, DC 06113",West Nicholasmouth,12075,Niue,1954-08-25,71,M,30151545141165,JCB 16 digit,03/26,1767.91,Particulier,14,2031.49,2023-11-06,several,Maison,1,145.11,42,0,0.0,Très satisfait,True,Cryptomonnaie,Suspendu
179fceb5-b258-439b-a01a-1aec5e53f56c,Arias,Ashley,douglasbrown@johnson.com,443-651-2430x5108,"7824 Diaz Avenue, Piercebury, OK 51340",New Jennifer,06435,Brazil,1951-09-10,74,F,4274034507035046,Diners Club / Carte Blanche,02/30,689.62,Particulier,6,2734.25,2024-12-20,someone,Sport,3,455.71,8,1,26.69,Neutre,False,Carte bancaire,Actif
ac87b918-7106-4353-b4ef-0f0adba78325,Fowler,Jacqueline,ccraig@gmail.com,388-096-2438,"12315 Michael Alley Apt. 409, Lake Lauren, TN 75070",Lake Patricia,73684,Uruguay,1970-03-14,55,M,180017811666094,Mastercard,12/26,601.2,Particulier,6,1497.86,2023-12-06,maybe,Alimentation,3,249.64,50,3,290.63,Très mécontent,True,Carte bancaire,Suspendu
26957a84-d50e-44ce-8c5b-f031e4ab529a,Johns,Jessica,amybrown@smith.com,(723)430-1536x8793,"179 Lee Lock, South Sandra, MS 87272",New Eddieborough,79654,Solomon Islands,1988-06-20,37,M,3540188507860934,Diners Club / Carte Blanche,10/25,1993.89,Entreprise,12,5874.85,2023-06-07,spend,Maison,10,489.57,87,4,436.77,Très satisfait,True,Virement,Actif
dea4629f-da9a-4fa4-92df-10ba75def735,Herring,Brian,jasmine20@gmail.com,001-601-438-4184x022,"31619 Ramirez Harbors Apt. 183, Jacobhaven, WI 47421",Port Jonathanton,82825,Yemen,1964-12-29,61,M,375207300301502,Discover,12/29,909.46,Particulier,4,1206.2,2024-11-19,professional,Mode,9,301.55,54,5,555.32,Très mécontent,False,Paypal,Suspendu
c1f8e522-6db3-4904-8896-6db7791d1db8,Short,Cassandra,glee@gmail.com,+1-314-256-9144,"PSC 4390, Box 9645, APO AA 10256",Jacksonton,52984,Ecuador,1963-12-21,62,M,2285238051362844,Mastercard,10/30,3871.55,Entreprise,0,0.0,2023-11-21,nice,Mode,6,0.0,47,4,451.33,Très mécontent,True,Virement,Inactif
ce8e8225-3f58-41fe-a331-8cbf7113bbbc,Taylor,Kelsey,jasoncampbell@wilson-gomez.net,(192)767-7659,"14708 Tucker Radial Suite 379, Martinfurt, NC 60784",North Lauren,98527,United States Virgin Islands,1968-01-14,57,M,342212298231471,Diners Club / Carte Blanche,12/33,4634.42,Entreprise,3,658.1,2023-02-12,day,Alimentation,1,219.37,38,5,282.24,Neutre,True,Virement,Inactif
427f4e6a-9c82-44e9-9c12-f1ead35c7fd1,Long,Alex,zreed@gmail.com,001-678-329-6981,"68834 Steele Summit, North Steven, CA 19284",Lake Teresahaven,07261,Belarus,1947-05-01,78,F,676342433510,VISA 16 digit,07/31,3020.69,Particulier,15,2353.3,2024-10-17,that,Sport,7,156.89,46,2,144.97,Très satisfait,True,Cryptomonnaie,Suspendu
8e47d7d6-9ec9-4828-9642-9efa3c2e50d6,Williams,Kenneth,jglover@myers.com,710-762-2920,"390 Rodriguez Forks Suite 811, Robbinshaven, UT 76717",Port Davidtown,16885,Rwanda,1994-10-26,31,M,4980621841927394,Maestro,04/32,129.44,Particulier,16,7967.16,2024-02-03,art,Mode,10,497.95,77,5,700.49,Satisfait,True,Paypal,Suspendu
410f7019-5a66-4fd6-8c7b-3ec50c1408f5,Rodriguez,Emily,agonzalez@hotmail.com,(772)239-0968,"2066 Schmidt Locks, North Paulfurt, DE 55432",Sanchezhaven,71186,Isle of Man,1956-11-27,69,F,582158594744,Maestro,11/32,2299.67,Entreprise,8,3199.07,2024-07-05,memory,Sport,6,399.88,71,1,153.94,Très mécontent,False,Carte bancaire,Suspendu
5ebd9bb4-b84f-44f3-97e3-ff5476f5b08d,Lloyd,Jean,zmarshall@gmail.com,+1-576-284-5661x9672,"PSC 1293, Box 3638, APO AE 14406",Daleborough,65960,Guyana,1992-12-17,33,M,30078991417072,American Express,05/29,2614.84,Particulier,12,2914.18,2024-06-25,it,Mode,4,242.85,52,0,0.0,Très satisfait,False,Paypal,Actif
d9ea86da-8860-42ba-b58d-42f2c9d9dab9,Dominguez,John,colleenwaller@nielsen.com,+1-268-760-8745x143,"Unit 6439 Box 6453, DPO AP 84982",Erikport,84944,Netherlands,1983-06-24,42,M,180046077430556,Diners Club / Carte Blanche,10/33,3610.51,Entreprise,12,5363.48,2023-05-27,million,Électronique,6,446.96,93,5,191.34,Satisfait,False,Cryptomonnaie,Inactif
5f4047c1-4c27-4f7a-a0cb-208f0f594f23,Ramos,Lisa,bernard00@gmail.com,+1-182-300-5259x26519,"612 Ann Harbor Suite 627, Port Eugene, MD 45392",Tiffanybury,89660,Philippines,1941-01-18,84,F,38125532641876,American Express,05/28,1143.46,Particulier,5,839.92,2023-05-03,them,Maison,8,167.98,64,5,306.91,Très satisfait,True,Virement,Suspendu
8155600a-6f28-4bcd-bbf7-d0d3bbdae5a1,Parker,Sean,omar78@hubbard.biz,(290)209-8447,"732 Pierce Oval Apt. 077, Teresamouth, ND 27242",New Hollyside,14069,Singapore,1942-03-08,83,F,343908701095077,Discover,06/28,4710.73,Particulier,13,1659.0,2024-04-30,kid,Maison,10,127.62,46,2,373.67,Neutre,False,Carte bancaire,Actif
bec87da6-ce66-4225-bfd4-67ee54d195b0,Gomez,Joseph,jnewman@smith.com,(581)272-1880,"443 Alyssa Flats, Lake Calebchester, LA 78653",Catherineton,49122,Romania,1954-04-25,71,F,6011008232610367,JCB 16 digit,03/33,2677.79,Particulier,13,4595.48,2024-06-03,director,Maison,3,353.5,8,5,50.47,Très mécontent,True,Virement,Actif
0c05d221-9810-431b-8bd8-ed511ce5a69c,Stanley,Justin,timothy97@rogers.com,005-274-8567,"7578 Chris Underpass Suite 845, Lake Matthewmouth, ID 19104",Timothyborough,76987,Cote d'Ivoire,1959-07-06,66,M,3591619728685690,Discover,02/26,2513.24,Entreprise,0,0.0,2023-09-06,describe,Mode,1,0.0,50,5,767.44,Très satisfait,True,Carte bancaire,Inactif
47633d56-2e53-4c51-8238-d8f6dd2b660d,Mueller,Jeffrey,lisa57@yahoo.com,001-512-179-7218,"0050 Daniel Forks Suite 641, East Tiffany, SD 04968",Port Christina,95149,Lithuania,1995-09-14,30,F,30142327631416,American Express,03/30,680.56,Particulier,7,2522.11,2023-06-06,collection,Maison,1,360.3,3,0,0.0,Très satisfait,True,Paypal,Suspendu
910d9481-a3ff-497b-ab89-45f6a412bb3c,Wolf,Margaret,brianna00@hotmail.com,9679011615,"8182 Phillip Views Suite 117, Jenniferburgh, ND 15816",Graychester,87880,Uzbekistan,2004-09-23,21,F,180050814254642,American Express,09/34,2840.03,Particulier,11,211.44,2024-10-23,rise,Sport,3,19.22,35,4,310.21,Neutre,True,Virement,Inactif
90f0f44a-d688-44d4-9278-9fc9844ae0c4,Brown,Samantha,josephanderson@hotmail.com,(525)451-3523x1240,"96247 Jason Bridge, Walterborough, WA 69036",Williamburgh,62336,Gibraltar,1953-08-03,72,M,3501419382798890,Maestro,08/29,2881.18,Entreprise,6,1431.96,2023-07-23,day,Maison,2,238.66,22,4,219.27,Très mécontent,True,Cryptomonnaie,Inactif
ccdbbb71-d844-403c-8df7-9eb8b9f99bef,Perez,Mary,yhunter@yahoo.com,254.553.5414x563,"0055 Green Mews Apt. 087, Rebeccaton, IA 34408",Shelbymouth,54314,Marshall Islands,1969-04-02,56,F,3519587519764470,VISA 16 digit,03/25,2207.17,Entreprise,0,0.0,2023-05-17,take,Alimentation,6,0.0,44,3,454.63,Satisfait,True,Carte bancaire,Actif
398191de-f3d4-49ed-a732-320e2c1f502b,Braun,Seth,smithsarah@wilson.com,001-603-530-7263x4999,"353 Pena Port, Kaylamouth, OH 11930",Sarahville,85717,Turks and Caicos Islands,1943-05-08,82,M,060433627126,Mastercard,07/27,541.47,Entreprise,18,4439.17,2024-10-30,in,Électronique,0,246.62,58,5,681.01,Mécontent,False,Virement,Actif
40a9e315-f94b-42f8-9c8e-ef989f4c9ad2,Williams,Timothy,millermichael@hotmail.com,(426)732-5098x214,"858 Nicole Gardens Suite 280, North Davidmouth, MN 90197",Lake Thomas,73126,Switzerland,1951-09-17,74,M,3553752034887134,Diners Club / Carte Blanche,04/26,271.59,Entreprise,7,1283.46,2025-01-06,road,Sport,2,183.35,80,4,36.67,Très satisfait,False,Paypal,Suspendu
81e87a0a-a688-40a2-8abc-16b13f69758e,Allen,Joshua,foxpatricia@hotmail.com,258-321-3759,"9606 Debra Mission, East Jeanette, AZ 70743",East Lauriefort,14753,Antarctica (the territory South of 60 deg S),1980-10-18,45,F,4469230366380,JCB 16 digit,09/32,1527.83,Particulier,7,1725.64,2023-11-20,law,Sport,5,246.52,26,1,7.86,Mécontent,False,Paypal,Suspendu
42027a1d-4e70-47c4-909e-d806cfa84b61,Clark,Ronald,samuelthompson@yahoo.com,800-938-8644,"1210 Mary Hill Suite 531, North James, LA 79834",East Makayla,07206,Montenegro,2004-03-24,21,M,4502344605435996,VISA 19 digit,11/27,4351.24,Particulier,13,4957.62,2024-06-06,produce,Maison,6,381.36,68,0,0.0,Très mécontent,False,Cryptomonnaie,Inactif
08cce0c8-48f0-4dd4-8165-34c5961c4062,Davis,Terri,chelsea83@malone.info,300.525.5537x648,"USNV Cross, FPO AE 12183",South Keithhaven,16946,Slovenia,1943-11-29,82,M,4949248207220812041,American Express,06/31,3112.43,Entreprise,12,4514.23,2023-10-16,everybody,Électronique,8,376.19,79,4,792.55,Satisfait,True,Carte bancaire,Actif
35ee1c44-8bb1-421f-a742-f3d62a480994,Cruz,Carol,juliashah@roberts.com,445-284-2895x9628,"26975 Mendez Track Apt. 963, Diazside, VA 05424",New Matthew,00796,Western Sahara,1958-10-15,67,F,4149521819245340,American Express,06/32,4205.05,Entreprise,13,137.26,2023-12-19,next,Électronique,8,10.56,48,3,138.36,Mécontent,True,Paypal,Suspendu
c63ba2db-1b4d-4d56-8477-2c7b7fa67b4e,Pineda,Rachel,brian44@yu.com,248.594.7556x212,"34862 Medina Wall Apt. 208, Fosterland, OK 56415",Lake Loganland,51609,Bangladesh,1967-04-05,58,M,376552133575353,Discover,06/25,230.91,Entreprise,1,77.36,2024-01-12,heavy,Électronique,7,77.36,80,0,0.0,Mécontent,True,Paypal,Suspendu
e11b776d-d96e-4419-80d9-79f77c7dd36f,Nash,Hannah,steven61@hotmail.com,510.585.0630,"USS Anderson, FPO AE 00906",Hoganport,53554,Australia,1957-05-20,68,F,3549663356893724,VISA 19 digit,11/29,4870.49,Particulier,6,871.21,2024-12-19,yes,Maison,10,145.2,82,2,23.41,Neutre,False,Virement,Inactif
6834fc6f-40f9-4945-8619-b4491afe9062,Mills,Diane,astevens@gmail.com,603.484.6540x687,"Unit 1528 Box 1820, DPO AA 14417",South David,65628,Cote d'Ivoire,1960-01-19,65,F,4454506371137976824,American Express,01/31,3787.52,Entreprise,17,7925.66,2024-02-28,agree,Maison,1,466.22,59,4,397.8,Très mécontent,False,Paypal,Suspendu
66e9d949-3c14-4595-9a36-f124bfa9d35a,Horn,Benjamin,damonali@yahoo.com,001-776-629-1622x25044,"3921 Abbott Corner Suite 242, North Nataliestad, PA 48524",Paulview,08046,American Samoa,1938-03-06,87,M,4805956889799203,Diners Club / Carte Blanche,05/30,2887.95,Particulier,17,2897.5,2024-05-27,respond,Alimentation,3,170.44,1,0,0.0,Satisfait,False,Virement,Actif
9a0b71df-9d59-4fae-9294-1d8075e439ab,Martinez,Christine,anthonyenglish@white.info,(363)556-2224x0639,"39030 Reed Motorway Suite 978, Lyonsbury, NV 50504",East Patriciaport,10786,Martinique,1959-01-29,66,F,3529518235743595,American Express,04/25,4036.01,Particulier,2,817.72,2024-09-22,he,Sport,4,408.86,17,1,105.84,Neutre,False,Cryptomonnaie,Suspendu
609f8234-efac-4a39-a86f-a5bc2de4ee4a,Johnson,Lindsey,bakerevan@smith.com,6736866938,"71954 Alexandria Shoal Suite 868, New Donnatown, PA 14075",Sarahshire,97706,Korea,1969-06-30,56,M,213135534431140,JCB 15 digit,10/29,2063.65,Particulier,1,153.01,2025-02-05,thank,Électronique,1,153.01,84,5,588.12,Très satisfait,True,Virement,Actif
8f102c46-1f4a-4d0f-925e-17b4076249b8,Bradley,Dawn,victorlawson@hotmail.com,161.998.8869x8599,"8277 Wilkerson Valleys Apt. 479, Reyesville, CO 62499",Lake Carolynmouth,92457,Russian Federation,1941-10-11,84,M,213132591017326,JCB 16 digit,08/33,948.6,Entreprise,18,6604.17,2024-08-06,mean,Maison,5,366.9,8,1,9.74,Très mécontent,False,Paypal,Suspendu
dd2cd820-1a4d-4089-b2a2-6aa4865a27be,Cummings,Matthew,frogers@montoya.org,0423140570,"29245 Angela Vista Suite 579, North Johnport, PA 91828",Kathrynberg,86053,Falkland Islands (Malvinas),1941-08-21,84,M,2258486384940652,Discover,04/30,3684.81,Entreprise,19,1409.34,2023-06-16,interesting,Mode,3,74.18,79,5,901.05,Très satisfait,False,Paypal,Inactif
ddeac556-0052-4557-8e1d-faf95c1d598c,Rojas,Leah,beasleyrichard@johnson.org,+1-978-226-7429x737,"69540 Jessica Summit, Rodneyhaven, NE 34705",Sharontown,10025,French Guiana,1994-09-08,31,F,4797658009185913,Diners Club / Carte Blanche,10/30,4465.09,Entreprise,18,330.94,2024-01-03,suddenly,Mode,0,18.39,10,1,125.01,Mécontent,True,Virement,Actif
ae3d4f78-81fa-48d3-8197-c550f78b7070,Love,Lisa,rtran@hotmail.com,+1-472-324-6794x295,"694 Michael Island, Glennfurt, LA 50081",East Alyssa,72102,Svalbard & Jan Mayen Islands,1994-05-17,31,F,2235295229113070,JCB 15 digit,01/29,1215.37,Entreprise,17,2018.1,2024-05-15,model,Alimentation,7,118.71,22,1,108.94,Neutre,False,Cryptomonnaie,Suspendu
d67cdad9-19a8-47a8-812e-cf9e179e1c95,Nelson,Geoffrey,ysaunders@hernandez.com,+1-544-527-0635x96141,"28144 Contreras Parkway Suite 437, South Cynthia, MT 22876",South Elizabeth,13957,Solomon Islands,1967-09-27,58,F,6011127459920059,JCB 16 digit,08/34,1344.3,Entreprise,5,1112.91,2023-08-12,training,Sport,7,222.58,95,3,460.65,Très mécontent,False,Carte bancaire,Inactif
d38cab2c-2078-422a-8a8d-381b991a4de9,Ross,Monica,iellis@mclaughlin.biz,001-791-172-3090x367,"PSC 1612, Box 0835, APO AP 46673",Lake Hailey,53586,Liberia,1989-12-15,36,M,2577432406494389,JCB 16 digit,04/27,4879.55,Entreprise,16,3133.32,2024-04-27,expert,Maison,6,195.83,50,1,46.09,Neutre,True,Carte bancaire,Inactif
ecfda918-6425-467c-9860-b5dcbb4684da,Mcclain,Melinda,hking@warren-singh.com,(491)098-1450x52657,"962 Troy Prairie, Wendystad, UT 78387",West Ryanport,98821,Fiji,1970-11-25,55,F,377879958521512,VISA 16 digit,08/29,4542.23,Entreprise,17,4771.15,2023-08-04,start,Maison,10,280.66,75,3,311.52,Mécontent,False,Paypal,Suspendu
e8a271e3-91e0-422f-af6a-1b1746f219a9,Evans,Kari,russell50@mann.com,110.523.6742x1549,"PSC 4319, Box 6790, APO AA 36503",Lake Timothyfurt,28539,Nepal,1984-12-21,41,F,6522428218265568,VISA 16 digit,06/29,4144.9,Particulier,9,318.15,2023-02-17,drop,Électronique,10,35.35,84,5,730.83,Très mécontent,True,Cryptomonnaie,Actif
61e9f38b-4542-488f-92dd-dcb33e517166,Myers,Christopher,robertskevin@gmail.com,(193)779-5929x45711,"PSC 1886, Box 7816, APO AE 08888",Brandyville,98721,Saint Barthelemy,1941-06-20,84,M,2293311286561546,Mastercard,08/28,3621.03,Particulier,18,3538.82,2024-08-27,personal,Sport,7,196.6,86,4,563.04,Mécontent,True,Virement,Suspendu
108c5ee9-0ded-453a-8b7e-b2ff7203a20c,Mcknight,Nathaniel,iheath@guzman.com,+1-599-007-9697x384,"2968 Hall Common Apt. 717, Port Jacqueline, ID 51430",Port Pamelaside,11603,Korea,1935-07-02,90,F,571968025718,VISA 16 digit,03/26,1693.47,Entreprise,8,954.55,2024-08-21,concern,Électronique,10,119.32,26,0,0.0,Très satisfait,False,Paypal,Suspendu
09da6cc8-ac5e-4a3f-900e-a03a82444dea,Merritt,Gregory,edaugherty@gmail.com,(430)446-7042x994,"73061 Anthony Courts Apt. 885, Beckerview, NE 59912",Jaredfurt,53255,Mozambique,1974-07-03,51,M,4724588835532832961,Maestro,08/30,2994.35,Entreprise,6,896.19,2023-11-09,business,Sport,5,149.37,87,3,18.32,Neutre,False,Carte bancaire,Suspendu
ca48371e-efc2-4bec-9913-ef333b73cc84,Bond,Gary,xavierpayne@hotmail.com,+1-190-546-9544x882,"85074 Campbell Park Apt. 664, Sullivanberg, OK 62903",South Jasonbury,70426,Oman,1952-08-15,73,M,3596646043562911,JCB 16 digit,02/27,496.73,Particulier,14,247.02,2023-05-15,common,Mode,5,17.64,47,0,0.0,Neutre,True,Cryptomonnaie,Inactif
390a0b2d-9f40-442b-af89-d229406074a8,Howell,Brian,cartereric@houston.com,537-240-9350x230,"7026 Brian Crest, Bakerbury, MS 36813",East Rebecca,67924,Faroe Islands,1992-12-09,33,M,4708639258908922,JCB 16 digit,11/32,4805.07,Particulier,17,421.88,2023-06-25,so,Électronique,2,24.82,49,3,135.81,Satisfait,True,Carte bancaire,Suspendu
e8f08680-b1b6-444c-a012-63b9e4a65590,Marquez,Tracy,parkeradam@gmail.com,755-830-9904,"7864 Gary Heights Apt. 596, Lake Debbie, DE 50759",Port Lynn,82115,Chile,1973-08-20,52,M,3572648424482246,Maestro,08/27,623.78,Entreprise,13,2787.73,2023-10-22,scientist,Mode,6,214.44,12,3,49.56,Très satisfait,True,Paypal,Actif
4fc3ecc7-5277-4468-8035-3906e37dc7f7,Allen,Ronald,robert09@yahoo.com,(874)430-7526x328,"1947 Tracey Rue Suite 751, Jacobhaven, DE 09565",Lake Wyattmouth,11795,Saint Kitts and Nevis,1957-03-28,68,F,213141796720576,JCB 16 digit,08/25,3440.14,Entreprise,18,8275.99,2025-01-16,career,Sport,7,459.78,43,4,516.93,Mécontent,True,Carte bancaire,Actif
ed580e89-e006-403e-9c71-7f540cf0a3ed,Hull,Jonathan,katie21@hutchinson-brown.org,374-396-4259,"0918 Woods Mall Suite 495, South Shawn, SC 25509",East Jennifer,20672,India,1940-05-30,85,F,3529954017148028,VISA 16 digit,10/34,3735.45,Particulier,9,4260.8,2023-02-19,wish,Sport,1,473.42,20,5,57.23,Mécontent,False,Cryptomonnaie,Inactif
15a37808-5775-4eae-bd4c-0b8029d30814,Hatfield,Peter,whitney06@yahoo.com,001-105-370-0243x365,"5328 Christopher Roads, Ramirezhaven, KY 97122",Victorport,54116,Serbia,1957-01-30,68,F,344340388791696,VISA 16 digit,03/31,2853.53,Entreprise,16,4649.06,2024-02-18,culture,Sport,10,290.57,48,0,0.0,Neutre,True,Virement,Inactif
