ClientID,Email,Téléphone,Pays,Âge,NuméroCarteCrédit,TypeClient,NombreAchats,MontantTotalAchats,DernierAchat,ProduitPréféré,CatégorieProduitPréféré,FréquenceAchatMensuel,PanierMoyen,ScoreFidélité,NombreRemboursements,MontantTotalRemboursé,AvisClient,AbonnementNewsletter,TypePaiementFavori,Bénéfice,Fidélité
3d0f5960-026d-4b24-bb41-b31fdd7d68d0,natasha22@example.com,***.***.****x*****,Korea,"(50.0, 70.0]",****************,Particulier,20,4009.54,2024-05-14,rate,Alimentation,10,200.48,52,1,176.84,Mécontent,False,Cryptomonnaie,3832.7,Moyen
70213f39-2b33-4f30-85af-710a3a774764,pruittbryan@example.net,+*-***-***-****x*****,Ecuador,"(50.0, 70.0]",*************,Particulier,2,954.71,2023-03-21,might,Alimentation,9,477.36,89,2,73.05,Satisfait,True,Cryptomonnaie,881.6600000000001,Très fort
493007b5-6483-46d1-889a-f0c451ca1eb1,groberts@example.com,***-***-****x***,Somalia,"(30.0, 50.0]",**************,Entreprise,18,4761.62,2024-03-22,human,Électronique,6,264.53,62,1,74.11,Satisfait,False,Carte bancaire,4687.51,Fort
528f8882-92d5-4975-8c55-7239357fc8cd,melissa17@example.org,***.***.****x***,Tanzania,"(17.999, 30.0]",***************,Entreprise,7,556.9,2024-01-21,see,Alimentation,10,79.56,35,3,380.06,Très satisfait,False,Carte bancaire,176.83999999999997,Faible
e1d00191-00af-433d-ab73-b1c167a252cc,carolyn90@example.net,***.***.****x****,Peru,"(17.999, 30.0]",****************,Entreprise,20,9752.86,2023-07-10,peace,Sport,10,487.64,75,3,56.9,Très satisfait,False,Virement,9695.960000000001,Fort
effc6479-64c8-4b72-a350-e944bb890d4c,dawnleonard@example.net,***.***.****,Honduras,"(50.0, 70.0]",************,Particulier,13,4531.88,2024-07-25,within,Maison,9,348.61,84,1,74.09,Très mécontent,True,Paypal,4457.79,Très fort
83a2806a-75b0-4f2e-87ac-3a83a14e0521,maria80@example.net,***-***-****x****,Greenland,"(30.0, 50.0]",****************,Particulier,8,771.26,2023-05-15,hour,Maison,2,96.41,6,2,257.07,Très satisfait,True,Cryptomonnaie,514.19,Très faible
93ffdce4-ff7e-4802-9621-a315a8c32a61,eramirez@example.com,+*-***-***-****,United States Minor Outlying Islands,"(17.999, 30.0]",****************,Entreprise,18,6724.39,2023-12-11,us,Maison,0,373.58,30,1,134.13,Neutre,True,Virement,6590.26,Faible
24d17489-4d0c-4083-bf1a-863db2da2446,roy03@example.com,***-***-***-****x*****,Norfolk Island,"(50.0, 70.0]",****************,Particulier,10,890.41,2024-04-24,continue,Sport,1,89.04,57,2,201.88,Très satisfait,True,Paypal,688.53,Moyen
ce7f88c9-dad2-4ad4-a8bb-983e38d0af87,ronald46@example.net,***-***-****x*****,Brazil,"(30.0, 50.0]",***************,Particulier,13,6433.96,2024-04-04,song,Maison,9,494.92,85,3,405.61,Très mécontent,False,Carte bancaire,6028.35,Très fort
01ef2080-1ee5-459c-b690-f34c3989e2f2,jonathan95@example.com,***.***.****x***,Australia,"(70.0, 99.0]",*******************,Entreprise,14,6506.33,2023-07-15,matter,Maison,4,464.74,88,4,579.95,Neutre,False,Virement,5926.38,Très fort
b6b1c916-8a6a-474a-b0ff-5c797b2d7f15,megan40@example.org,***-***-****,Turkey,"(50.0, 70.0]",************,Particulier,6,2916.53,2023-12-17,energy,Alimentation,6,486.09,33,0,0.0,Très satisfait,False,Cryptomonnaie,2916.53,Faible
441dd04d-f7b7-45b0-9904-1cd04dfbd576,kristy66@example.org,***.***.****,Armenia,"(70.0, 99.0]",*************,Entreprise,13,6242.43,2024-07-21,response,Électronique,4,480.19,19,1,26.26,Neutre,False,Carte bancaire,6216.17,Très faible
81fae693-1e21-4831-9439-1ca4df8b6ece,amandamitchell@example.org,+*-***-***-****x****,Cayman Islands,"(50.0, 70.0]",****************,Entreprise,3,867.91,2025-02-10,federal,Électronique,5,289.3,16,4,150.59,Très mécontent,False,Paypal,717.3199999999999,Très faible
7214c71c-3a64-43ce-b0bd-07e88e92e0e6,fletcherchristopher@example.com,***-***-***-****x***,British Virgin Islands,"(70.0, 99.0]",***************,Entreprise,4,376.05,2024-05-18,personal,Mode,10,94.01,76,3,25.84,Satisfait,False,Virement,350.21000000000004,Fort
27333794-1359-4df6-9b3a-6014e0ccda2f,richardsonbryan@example.org,(***)***-****,Papua New Guinea,"(30.0, 50.0]",****************,Entreprise,12,4061.03,2024-04-19,oil,Sport,1,338.42,25,5,756.98,Neutre,False,Carte bancaire,3304.05,Faible
bc58f784-4257-45cc-8f17-0e804ae455a8,lawrence72@example.com,***-***-****x***,Cambodia,"(30.0, 50.0]",****************,Entreprise,6,1314.73,2024-10-03,clearly,Maison,0,219.12,32,3,238.17,Très mécontent,True,Virement,1076.56,Faible
6ac8ceef-9f71-43de-a2a7-4ec8106ce6ce,dluna@example.org,***.***.****x****,Grenada,"(70.0, 99.0]",*******************,Particulier,11,3354.8,2024-01-29,common,Alimentation,6,304.98,31,3,135.11,Mécontent,True,Cryptomonnaie,3219.69,Faible
4d964893-45e0-4aa8-b088-9397c3bc20cf,cassandra63@example.net,***-***-***-****x*****,Andorra,"(17.999, 30.0]",*************,Entreprise,6,1704.68,2024-08-16,easy,Maison,10,284.11,67,1,118.55,Satisfait,False,Cryptomonnaie,1586.13,Fort
81027bd6-21b9-497d-923e-86532ae6cf47,erikkirk@example.org,(***)***-****x****,Zambia,"(30.0, 50.0]",************,Entreprise,20,3245.89,2023-07-15,social,Alimentation,10,162.29,92,0,0.0,Très mécontent,False,Carte bancaire,3245.89,Très fort
cadeb21c-1522-4556-9680-d4305e91146f,jamesking@example.org,***-***-***-****,Jersey,"(70.0, 99.0]",****************,Entreprise,7,2578.68,2024-02-16,region,Alimentation,8,368.38,46,4,59.95,Satisfait,False,Paypal,2518.73,Moyen
9f941466-6796-48f5-8bf1-e4ebf7c31122,aaron72@example.com,***.***.****,Thailand,"(50.0, 70.0]",****************,Entreprise,9,1256.52,2025-02-03,radio,Maison,8,139.61,45,0,0.0,Neutre,False,Virement,1256.52,Moyen
6a94f3af-8915-4df2-9f06-cf7ab097bd28,murphyjoseph@example.net,***-***-****x****,Guinea,"(50.0, 70.0]",****************,Entreprise,4,1121.0,2023-02-21,part,Alimentation,10,280.25,53,4,397.69,Très satisfait,False,Virement,723.31,Moyen
7ea9708c-d2a7-4439-8c78-a455296f4fa5,kelly86@example.com,**********,United Arab Emirates,"(50.0, 70.0]",****************,Particulier,6,1977.54,2023-03-23,effect,Mode,0,329.59,81,5,798.88,Mécontent,False,Carte bancaire,1178.6599999999999,Très fort
83f9bb35-41dc-4a85-b4df-4de351bd2214,jasonevans@example.org,+*-***-***-****x***,Cook Islands,"(50.0, 70.0]",***************,Particulier,17,8294.1,2024-04-26,some,Mode,6,487.89,55,1,154.14,Très mécontent,False,Paypal,8139.96,Moyen
65f5dc2e-63f9-4917-a24d-ef253e44f0db,bradleykennedy@example.net,(***)***-****x***,Norway,"(50.0, 70.0]",***************,Particulier,11,891.08,2023-08-22,score,Alimentation,2,81.01,29,3,387.66,Neutre,False,Carte bancaire,503.42,Faible
cccee267-bf51-4267-8707-58255052b521,jennifer37@example.net,***-***-****x***,United States Minor Outlying Islands,"(17.999, 30.0]",****************,Entreprise,19,2235.95,2025-01-09,subject,Maison,7,117.68,70,4,779.67,Très mécontent,False,Carte bancaire,1456.2799999999997,Fort
ca422d41-d47f-43f7-bdb0-e2ffccc15082,justinreynolds@example.net,***.***.****x***,United States Virgin Islands,"(30.0, 50.0]",************,Entreprise,5,2115.62,2024-01-02,cause,Mode,0,423.12,58,5,72.46,Neutre,False,Cryptomonnaie,2043.1599999999999,Moyen
29b604a5-8a21-494b-988e-b6609cc2d387,xnichols@example.org,***-***-***-****x****,Nepal,"(50.0, 70.0]",****************,Entreprise,8,537.55,2023-08-25,affect,Mode,1,67.19,79,0,0.0,Mécontent,True,Cryptomonnaie,537.55,Fort
b05d3877-b8b3-4f78-a776-aa4eb72b6efe,ftaylor@example.net,***-***-****,Wallis and Futuna,"(70.0, 99.0]",*************,Entreprise,10,2130.42,2023-03-16,development,Maison,1,213.04,75,5,48.61,Satisfait,True,Paypal,2081.81,Fort
2b948dbc-4001-471a-9850-caea1fcf8aec,gregarellano@example.net,**********,Tanzania,"(30.0, 50.0]",****************,Particulier,15,3972.8,2024-01-07,society,Alimentation,3,264.85,10,2,191.73,Très satisfait,False,Carte bancaire,3781.07,Très faible
a3ba6b98-68fe-439a-b510-47bf87ff041f,jackson39@example.net,***-***-****,Western Sahara,"(70.0, 99.0]",****************,Particulier,16,5176.79,2024-05-14,term,Sport,10,323.55,44,0,0.0,Satisfait,False,Virement,5176.79,Moyen
cba1e498-0857-43a9-a995-182e5c8d52a3,rhondajackson@example.com,***-***-***-****x*****,Vanuatu,"(50.0, 70.0]",***************,Entreprise,13,578.3,2024-06-13,language,Électronique,5,44.48,97,3,372.2,Très mécontent,False,Carte bancaire,206.09999999999997,Très fort
0151f3de-5d8b-452c-80a4-c5be823a95a5,lferguson@example.com,**********,Bulgaria,"(50.0, 70.0]",*************,Entreprise,18,5831.32,2024-08-20,nor,Sport,4,323.96,68,3,245.76,Neutre,True,Cryptomonnaie,5585.5599999999995,Fort
71a3a952-e55e-4397-9199-0738549c1116,bakerharry@example.com,***.***.****,Cayman Islands,"(30.0, 50.0]",************,Entreprise,20,8900.74,2025-01-25,soldier,Sport,2,445.04,74,3,52.03,Satisfait,True,Carte bancaire,8848.71,Fort
21941d54-ed31-4516-a8d1-5ee9a01669cf,sarahansen@example.com,(***)***-****x***,Saint Barthelemy,"(50.0, 70.0]",*******************,Particulier,9,4406.92,2024-04-12,rate,Alimentation,2,489.66,85,4,54.94,Neutre,False,Paypal,4351.9800000000005,Très fort
13f6c1ab-86d9-4b8d-ad25-48659b252ee4,ksnyder@example.com,***-***-****x****,Burundi,"(50.0, 70.0]",****************,Particulier,7,3099.29,2024-09-06,generation,Alimentation,10,442.76,94,0,0.0,Neutre,False,Carte bancaire,3099.29,Très fort
cb0f3eda-84cf-4393-a41d-d20990b71387,freemanamy@example.com,***-***-****,Holy See (Vatican City State),"(50.0, 70.0]",*************,Entreprise,6,1819.36,2023-03-28,way,Sport,4,303.23,14,4,695.85,Très satisfait,False,Paypal,1123.5099999999998,Très faible
26392707-613f-4d2c-849e-91d41444dc4c,donald01@example.com,(***)***-****,Togo,"(70.0, 99.0]",**************,Particulier,19,1354.73,2023-12-09,dinner,Sport,10,71.3,7,2,75.87,Neutre,True,Cryptomonnaie,1278.8600000000001,Très faible
4f5d0ba8-4f65-4e80-940d-91559ed6a758,wayne07@example.org,+*-***-***-****x***,Faroe Islands,"(70.0, 99.0]",*******************,Entreprise,8,2190.98,2024-04-15,list,Électronique,6,273.87,100,0,0.0,Très satisfait,False,Paypal,2190.98,Très fort
35d8805c-28ad-4535-87e8-ba2bc996b5c4,craigjason@example.org,+*-***-***-****,New Caledonia,"(30.0, 50.0]",****************,Particulier,12,1395.64,2024-09-26,cultural,Maison,1,116.3,94,4,584.66,Neutre,False,Cryptomonnaie,810.9800000000001,Très fort
6e7900de-c1cb-4a6b-aa5d-a8149c336c82,pjohnson@example.com,***-***-****x****,Antarctica (the territory South of 60 deg S),"(70.0, 99.0]",****************,Particulier,6,847.13,2025-01-17,really,Mode,0,141.19,59,5,365.8,Satisfait,False,Cryptomonnaie,481.33,Moyen
a3dbf436-7148-4687-a61a-db766b54a69a,vpetty@example.org,***.***.****x****,Sri Lanka,"(17.999, 30.0]",****************,Particulier,14,3139.93,2023-12-26,try,Sport,8,224.28,67,0,0.0,Très satisfait,True,Carte bancaire,3139.93,Fort
7651d9e3-b8c6-43c7-82ec-b335b213c83e,ydavenport@example.net,***.***.****,Indonesia,"(70.0, 99.0]",****************,Entreprise,17,5788.26,2023-05-17,his,Alimentation,10,340.49,30,3,558.86,Neutre,True,Carte bancaire,5229.400000000001,Faible
e7ecd202-a382-4dcb-9b95-5cc34383f83f,ujohnson@example.net,(***)***-****x****,Sudan,"(17.999, 30.0]",***************,Particulier,16,3303.82,2024-09-10,party,Mode,8,206.49,100,0,0.0,Satisfait,False,Cryptomonnaie,3303.82,Très fort
4f2fcef0-b060-414f-a392-bbe35388a9ee,owatson@example.net,***-***-****x***,Tokelau,"(50.0, 70.0]",****************,Entreprise,9,3438.03,2024-05-05,food,Mode,3,382.0,87,4,217.53,Très satisfait,False,Virement,3220.5,Très fort
f5eb38c8-8a4d-4754-a7a9-0d9a5f221801,kathleen79@example.net,(***)***-****,Taiwan,"(17.999, 30.0]",**************,Entreprise,14,4137.17,2024-11-29,pretty,Électronique,9,295.51,10,3,140.94,Très satisfait,False,Virement,3996.23,Très faible
27bb2697-e43a-433f-a42d-e2919a229c99,carterlisa@example.org,**********,Sri Lanka,"(70.0, 99.0]",***************,Particulier,10,1248.1,2024-01-20,positive,Sport,1,124.81,20,4,488.88,Mécontent,False,Paypal,759.2199999999999,Très faible
1c978814-b045-403b-bc6b-0e1e1c471971,walkerjulie@example.com,***-***-****,Romania,"(30.0, 50.0]",****************,Entreprise,15,5524.29,2024-03-27,team,Électronique,1,368.29,29,1,143.47,Mécontent,False,Cryptomonnaie,5380.82,Faible
faf07a90-85df-478a-8a32-981b0174e97d,christopherriley@example.net,***-***-***-****,Papua New Guinea,"(30.0, 50.0]",****************,Entreprise,13,971.83,2024-07-16,article,Électronique,8,74.76,40,2,27.92,Neutre,False,Cryptomonnaie,943.9100000000001,Faible
507eee18-5043-4ea6-812f-e203b81e3008,barbara77@example.org,(***)***-****,Vanuatu,"(50.0, 70.0]",****************,Entreprise,8,3062.06,2024-01-15,by,Maison,5,382.76,27,0,0.0,Très satisfait,True,Carte bancaire,3062.06,Faible
3c6a83d4-93f7-40e9-a8c1-36de1eb15ec6,matthewcook@example.com,***.***.****,Pakistan,"(30.0, 50.0]",***************,Entreprise,10,4932.92,2023-10-14,himself,Sport,9,493.29,85,5,210.28,Très satisfait,False,Cryptomonnaie,4722.64,Très fort
ff1768b5-57d2-4fdc-847b-8ccb42a4783e,jeffreyprice@example.com,***-***-****,Sudan,"(30.0, 50.0]",***************,Entreprise,15,5893.87,2023-10-01,apply,Mode,9,392.92,49,0,0.0,Neutre,False,Carte bancaire,5893.87,Moyen
46f07e91-f1b6-4f43-a1a2-923da91eecca,joshua92@example.com,(***)***-****x*****,Russian Federation,"(30.0, 50.0]",****************,Particulier,19,6836.01,2024-12-25,time,Électronique,2,359.79,57,5,772.55,Neutre,True,Cryptomonnaie,6063.46,Moyen
7646013f-9b87-4190-8247-9f4713877545,brandon02@example.org,+*-***-***-****x****,Portugal,"(17.999, 30.0]",****************,Particulier,15,4002.94,2024-11-06,end,Maison,4,266.86,97,5,113.36,Neutre,False,Cryptomonnaie,3889.58,Très fort
1f821398-f491-4b91-bed6-7dce4f915fb4,christopherarias@example.org,**********,Belize,"(50.0, 70.0]",*************,Entreprise,14,3076.62,2023-09-07,off,Alimentation,1,219.76,76,0,0.0,Neutre,True,Virement,3076.62,Fort
204393e1-f9a5-4467-a690-8253d5c8f96b,psmith@example.org,+*-***-***-****,Algeria,"(17.999, 30.0]",****************,Particulier,12,1334.18,2024-10-09,brother,Électronique,0,111.18,65,0,0.0,Très mécontent,True,Virement,1334.18,Fort
ee3ad18c-95a2-4ccb-af0a-8b76a46671ea,thorntondennis@example.com,(***)***-****,Philippines,"(50.0, 70.0]",****************,Particulier,20,1771.3,2023-06-16,them,Maison,2,88.56,80,5,395.28,Neutre,False,Paypal,1376.02,Fort
36a3e559-c6c8-46a7-a3a3-118d94942772,marshallmichael@example.com,***.***.****,Sri Lanka,"(50.0, 70.0]",****************,Entreprise,8,1127.42,2024-09-03,computer,Électronique,7,140.93,0,2,347.17,Mécontent,True,Virement,780.25,Très faible
1677667f-bb52-4c2d-8ed4-26e639d9a9b6,frank53@example.net,***.***.****x****,Grenada,"(30.0, 50.0]",****************,Particulier,18,6123.41,2023-09-16,summer,Mode,8,340.19,9,4,274.89,Très mécontent,False,Paypal,5848.5199999999995,Très faible
c1838d77-33ea-4198-be4f-2885e269e6f1,hernandezmelanie@example.com,***-***-****x*****,Saint Pierre and Miquelon,"(50.0, 70.0]",***************,Particulier,8,1062.93,2024-02-02,issue,Électronique,8,132.87,34,2,344.52,Neutre,True,Paypal,718.4100000000001,Faible
aa1d8aa4-dae1-428a-97bb-297dd06c4dbd,zachary30@example.com,***.***.****,Nepal,"(70.0, 99.0]",**************,Particulier,7,3187.5,2023-09-16,institution,Électronique,1,455.36,53,1,159.26,Mécontent,False,Virement,3028.24,Moyen
48167bcf-7a22-40d1-8a49-d9a84d08e012,aprilcarpenter@example.com,***.***.****x*****,Liechtenstein,"(70.0, 99.0]",****************,Particulier,15,2576.22,2025-01-13,customer,Maison,0,171.75,25,0,0.0,Mécontent,False,Carte bancaire,2576.22,Faible
83c92f44-8205-4a16-813f-601870bba4ca,carlyross@example.net,***.***.****x*****,Turkey,"(30.0, 50.0]",****************,Entreprise,8,1147.45,2024-07-17,although,Alimentation,3,143.43,94,1,189.36,Mécontent,False,Paypal,958.09,Très fort
fceb2850-e532-4bd7-8c81-afcc037d58c6,melissasalas@example.com,(***)***-****x*****,Samoa,"(17.999, 30.0]",****************,Particulier,8,3356.98,2023-09-18,top,Maison,5,419.62,49,0,0.0,Très mécontent,False,Cryptomonnaie,3356.98,Moyen
c75d6e82-58f8-4c34-a39b-a7c6532a0eb4,dlopez@example.com,(***)***-****x***,Macao,"(70.0, 99.0]",**************,Particulier,14,2165.63,2024-08-13,official,Alimentation,9,154.69,4,4,172.39,Très satisfait,False,Paypal,1993.2400000000002,Très faible
9e628c96-0143-4a4e-b44d-a635af84972c,kevin16@example.net,+*-***-***-****x****,Grenada,"(17.999, 30.0]",****************,Entreprise,9,1188.99,2023-04-12,peace,Alimentation,5,132.11,49,1,52.91,Très mécontent,True,Paypal,1136.08,Moyen
8f998806-6b9d-401a-b6e9-c0ac191a4495,leonregina@example.net,**********,Hungary,"(30.0, 50.0]",*******************,Entreprise,18,2419.03,2023-11-05,report,Alimentation,4,134.39,17,4,498.15,Satisfait,True,Cryptomonnaie,1920.88,Très faible
1d1a23c7-7f8e-45c7-8f11-0d36c5b5c6a9,jessica66@example.com,***-***-****x****,Dominica,"(50.0, 70.0]",***********,Entreprise,11,1289.77,2024-03-06,long,Maison,3,117.25,41,2,329.76,Neutre,True,Virement,960.01,Moyen
3a4e4aea-f891-45b9-a416-7d096bec4e45,davidlittle@example.org,+*-***-***-****,Iraq,"(50.0, 70.0]",****************,Particulier,9,3734.47,2024-07-11,human,Alimentation,9,414.94,70,3,111.33,Neutre,False,Carte bancaire,3623.14,Fort
4e217252-505d-4a0a-8370-4c72d7a26f95,carrollglenn@example.net,***-***-****,Dominica,"(50.0, 70.0]",****************,Particulier,8,1465.79,2025-01-23,ask,Alimentation,1,183.22,55,2,351.47,Très satisfait,True,Cryptomonnaie,1114.32,Moyen
cf7230c1-d3a3-4d7c-bd36-39685c4e63a0,tlawson@example.com,***.***.****x*****,Kazakhstan,"(30.0, 50.0]",****************,Particulier,12,2691.75,2024-11-30,more,Mode,1,224.31,97,1,150.22,Neutre,False,Carte bancaire,2541.53,Très fort
d5b1cd41-1980-4bef-bee0-1cac6904c721,kfitzgerald@example.com,***-***-***-****x***,Hungary,"(17.999, 30.0]",****************,Particulier,15,7184.04,2023-05-15,our,Maison,4,478.94,39,5,284.43,Satisfait,True,Cryptomonnaie,6899.61,Faible
d1931daa-7047-4a3c-8eb7-6bbfa030578d,crystal54@example.org,+*-***-***-****x***,Czech Republic,"(70.0, 99.0]",*************,Particulier,7,1766.96,2023-02-26,meet,Sport,3,252.42,49,5,156.8,Neutre,True,Cryptomonnaie,1610.16,Moyen
9c4dd6a6-be62-4e48-aa08-a4014e71b4d7,morrischristopher@example.com,***-***-****x****,Spain,"(50.0, 70.0]",****************,Particulier,12,3182.37,2024-03-18,worry,Électronique,3,265.2,52,4,184.88,Très mécontent,False,Cryptomonnaie,2997.49,Moyen
a86d7ce9-0438-4463-8eb9-6903894489cb,jamesestrada@example.org,***-***-***-****,Estonia,"(70.0, 99.0]",*************,Particulier,20,1873.88,2024-12-30,news,Mode,0,93.69,79,4,622.28,Très satisfait,True,Carte bancaire,1251.6000000000001,Fort
bf107530-8182-4a4e-affa-4311cebdc167,sanderseduardo@example.org,***-***-****,Namibia,"(70.0, 99.0]",****************,Entreprise,10,4217.94,2024-06-23,ok,Maison,6,421.79,62,2,122.71,Mécontent,True,Paypal,4095.2299999999996,Fort
9215b056-5404-48c9-9eef-8107988206ad,juan27@example.net,***-***-****,Anguilla,"(70.0, 99.0]",***************,Entreprise,15,6760.35,2023-10-28,summer,Sport,6,450.69,97,1,19.68,Neutre,True,Virement,6740.67,Très fort
31d00752-6ae7-4203-b381-54d81a685f7a,thomas44@example.com,(***)***-****x****,Liechtenstein,"(50.0, 70.0]",****************,Entreprise,19,4800.27,2023-10-28,night,Sport,1,252.65,47,3,156.64,Satisfait,True,Cryptomonnaie,4643.63,Moyen
fc50a084-358c-459f-b9fc-f17cdc814f86,elizabethharmon@example.net,***.***.****,Christmas Island,"(30.0, 50.0]",**************,Particulier,17,678.39,2024-01-07,sport,Électronique,2,39.91,66,0,0.0,Mécontent,False,Cryptomonnaie,678.39,Fort
b9292aa7-03ab-44ee-bd4b-9642f14043bb,qsanders@example.com,***.***.****x*****,Bolivia,"(17.999, 30.0]",***************,Entreprise,20,190.09,2023-03-19,sell,Électronique,7,9.5,99,1,14.17,Satisfait,True,Carte bancaire,175.92000000000002,Très fort
c30c9ca8-6d77-47c5-89da-6fe16b56b841,chelsea23@example.net,***.***.****,South Africa,"(50.0, 70.0]",****************,Particulier,10,4129.87,2024-10-11,term,Sport,9,412.99,95,5,954.26,Neutre,True,Paypal,3175.6099999999997,Très fort
865b1a81-9c7a-46c2-b544-09664f1235a0,darrell21@example.com,***.***.****x*****,Saudi Arabia,"(50.0, 70.0]",***************,Particulier,16,726.17,2024-05-08,camera,Sport,0,45.39,27,1,163.12,Très mécontent,False,Carte bancaire,563.05,Faible
8656cf62-93ef-4a4c-a800-fb96f21ddbf8,tamara47@example.com,***-***-***-****x*****,Mongolia,"(50.0, 70.0]",****************,Particulier,11,5485.94,2023-09-12,arm,Maison,7,498.72,96,5,804.12,Très satisfait,False,Cryptomonnaie,4681.82,Très fort
caf28c57-d2d0-472f-bf6e-cef6af3712e0,lisamoore@example.com,+*-***-***-****x*****,Nepal,"(50.0, 70.0]",****************,Particulier,20,6267.11,2024-10-13,arm,Électronique,8,313.36,58,0,0.0,Très mécontent,False,Cryptomonnaie,6267.11,Moyen
0d5f7573-9aaa-4b38-8697-108109138fe4,sdalton@example.com,(***)***-****x***,Turkey,"(17.999, 30.0]",***************,Particulier,4,27.72,2024-07-23,ball,Sport,4,6.93,7,0,0.0,Très satisfait,True,Paypal,27.72,Très faible
ef562c63-e31d-483b-a3a2-9afaa9c933d2,whitney48@example.net,(***)***-****,Anguilla,"(30.0, 50.0]",****************,Entreprise,19,3286.63,2024-01-25,sometimes,Mode,8,172.98,94,3,457.64,Très mécontent,True,Virement,2828.9900000000002,Très fort
5b514b13-280b-4c58-822e-c0b1b4e513ec,gperez@example.net,***-***-***-****x***,Yemen,"(70.0, 99.0]",****************,Entreprise,17,284.83,2023-12-28,item,Maison,4,16.75,37,1,45.94,Très mécontent,True,Cryptomonnaie,238.89,Faible
3c9da73f-d0eb-493a-9e17-bb1cafcc81f7,wilsonjulian@example.com,***-***-****,Christmas Island,"(17.999, 30.0]",*************,Entreprise,13,5125.55,2023-10-20,owner,Maison,9,394.27,59,3,349.59,Très mécontent,True,Virement,4775.96,Moyen
73364400-be11-4eef-930c-1b2db72f2318,evanscindy@example.com,**********,Isle of Man,"(30.0, 50.0]",****************,Entreprise,4,939.85,2025-01-02,land,Électronique,4,234.96,43,4,22.8,Neutre,False,Paypal,917.0500000000001,Moyen
1410085f-b5ce-499d-a1cb-457c903d0ad1,foxlindsey@example.org,(***)***-****x***,Puerto Rico,"(17.999, 30.0]",****************,Entreprise,17,7273.77,2023-08-18,house,Électronique,2,427.87,10,4,507.5,Satisfait,False,Virement,6766.27,Très faible
ab934fff-3cfb-477c-9d40-48022ae8c5bf,ronnie81@example.org,(***)***-****,Cote d'Ivoire,"(50.0, 70.0]",***************,Entreprise,10,4405.86,2024-08-08,step,Électronique,10,440.59,74,5,318.36,Très mécontent,False,Cryptomonnaie,4087.4999999999995,Fort
a28dc3a1-dc5c-46a1-b96f-95f93da80fed,nbrown@example.org,(***)***-****,Guatemala,"(70.0, 99.0]",****************,Entreprise,3,824.84,2024-11-09,center,Électronique,1,274.95,88,4,727.85,Satisfait,True,Carte bancaire,96.99000000000001,Très fort
38d77de8-bc17-45a9-8d44-71af96f17f5d,moorematthew@example.org,***-***-****x***,Swaziland,"(70.0, 99.0]",****************,Particulier,11,1501.79,2023-04-15,decade,Maison,0,136.53,49,5,317.33,Mécontent,False,Carte bancaire,1184.46,Moyen
38ba7b78-46c5-4d39-ba72-6c0dba16ef77,zmoore@example.org,***-***-****x***,Colombia,"(50.0, 70.0]",****************,Particulier,13,3427.95,2023-05-21,expert,Électronique,1,263.69,3,2,198.6,Mécontent,False,Virement,3229.35,Très faible
d54a3ed3-9b87-44e9-b181-7bb2b6914f9f,walterjustin@example.com,***.***.****,El Salvador,"(50.0, 70.0]",****************,Particulier,7,2958.2,2024-03-11,seem,Alimentation,8,422.6,94,2,195.98,Satisfait,False,Cryptomonnaie,2762.22,Très fort
080cda8b-11d9-4904-9cf3-252b26d946dc,lmitchell@example.com,(***)***-****x****,Rwanda,"(30.0, 50.0]",*******************,Entreprise,3,1332.35,2023-06-01,also,Alimentation,3,444.12,79,4,560.65,Neutre,True,Carte bancaire,771.6999999999999,Fort
b1a4f2f9-6b67-483c-83d8-5e4bab9305e2,mcphersonmary@example.net,***.***.****,Belarus,"(30.0, 50.0]",****************,Particulier,20,6073.57,2023-03-06,ask,Mode,0,303.68,10,1,108.93,Satisfait,True,Cryptomonnaie,5964.639999999999,Très faible
d08a8a12-e8c7-4213-8c52-d28db5e036e8,ecarter@example.com,***.***.****,Turkey,"(70.0, 99.0]",****************,Entreprise,20,6958.76,2024-06-22,man,Maison,10,347.94,90,3,82.62,Neutre,False,Paypal,6876.14,Très fort
c797a17d-7e1d-49ad-bca8-24485f4c0d31,daniel39@example.org,***-***-****,Suriname,"(70.0, 99.0]",***************,Entreprise,6,2854.92,2024-11-27,animal,Sport,5,475.82,97,0,0.0,Satisfait,True,Cryptomonnaie,2854.92,Très fort
4b139dc7-5f24-4452-80f9-ebe898fa4c9e,weberjason@example.org,***.***.****x*****,Italy,"(70.0, 99.0]",************,Entreprise,18,5637.49,2024-09-14,price,Alimentation,2,313.19,72,2,378.46,Mécontent,False,Carte bancaire,5259.03,Fort
9afcb404-2ca7-4a38-a5b6-4f8fbe5278da,jennifer38@example.com,***-***-****,Turkey,"(70.0, 99.0]",*************,Entreprise,13,3953.34,2024-10-11,focus,Mode,9,304.1,85,4,111.84,Mécontent,True,Cryptomonnaie,3841.5,Très fort
cccad498-32e4-4d1f-a829-05ff5d916a11,sarahmartinez@example.org,**********,Comoros,"(70.0, 99.0]",***************,Entreprise,14,1808.2,2023-12-09,film,Alimentation,2,129.16,100,2,20.19,Mécontent,False,Cryptomonnaie,1788.01,Très fort
3a819bbe-b718-4661-b90f-d35d1dccccfc,bwilliams@example.com,**********,Equatorial Guinea,"(17.999, 30.0]",*******************,Particulier,7,692.54,2023-09-06,prove,Mode,9,98.93,66,2,210.76,Très mécontent,False,Virement,481.78,Fort
